頭金,支払金額
召替え,衣装
宝物,富祐
宝物,所蔵
宝物,集団
ロードデンドロン,低木
引っ括る,束縛
引っ括る,付着
引っ括る,作り付ける
掬い取る,引去る
アタッチメント,添
影,手蔓
影,輪廓
影,印象
影,幻影
影,冥暗
影,現場
影,胸騒ぎ
蒸気の力で進む,動く
載っける,置く
載っける,充す
仕来,修練
仕来,認知的内容
仕来,正統性
仕来,修練
ビーチボール,鞠
ユウガオ,瓜の蔓
蒸し風呂,室
蒸し風呂,水浴
決心,選り抜き
決心,意見
決心,判断
決心,選り抜き
決心,思い定める
決心,選り抜き
決心,意見
決心,判断
決心,選り抜き
決心,思い定める
一酸化炭素中毒,中毒
治まり,意志決定
リベラリスト,成人
堡砦,守
タフィー,飴玉
タフィー,飴玉
貪食,喰う
貪食,喰う
みそっ滓,性状
姉,女子
差しはさむ,置く
差しはさむ,締め込む
差しはさむ,中断
差しはさむ,付着
差しはさむ,中断
勇魚,クジラ目
諠譁,論争
雇入れる,勝ち取る
拙さ,無能力
電気工学,エンジニアリング
最前線,第一線
最前線,ビュー
最前線,分野
最前線,前部
喰違,差異
喰違,不賛成
定常波,波
膜,シート
膜,もの
膜,動物組織
洗練された状態,完ぺき
小茴香,薬味
水晶体,器官
陸上競技大会,競技会
ペッサリー,避妊装置
忘れる,書き洩す
忘れる,置く
出産,行ない
出産,行ない
出産,生じる
出産,行ない
出産,行ない
出産,生じる
交配種,生物
ズージャー,ポピュラー音楽
硬質小麦,小麦
強く反対する,心懸ける
地界,末端
クレーム,要求
クレーム,オブジェクション
遺漏,なおざり
遺漏,無視
レッドライン,ライン
攻め,番
攻め,軍事行動
攻め,軍事行動
園生,土地
園生,庭地
中る,接する
中流,直中
汚れた状態,不潔
拾読,吟味
埴猪口,初心者
一雫,一片
増さる,増加
体現,対象化
体現,権化
醜業婦,女子
放下,取去る
眩しい光,明るさ
チャーム,持ち味
チャーム,引き付ける
チャーム,持ち味
チャーム,引き付ける
ひた隠す,秘し隠す
日没,時剋
ココロ,臓物
情慾,大罪
送届ける,移転
送届ける,移転
送届ける,持って来る
お凸,フィーチュア
歪曲,曲筆
歪曲,躓き
歪曲,間違って伝える
歪曲,曲筆
歪曲,躓き
歪曲,間違って伝える
刷り出す,書きおろす
お爺様,昔人
お爺様,男性
お爺様,男性
傷む,朽ちる
愛する,好き好む
愛する,欲しがる
愛する,愛慕
さし許す,受容れる
さし許す,認可
譲合い,和解
ハードディスク,マグネティックディスク
続柄,結付き
診療,識別
診療,トリートメント
ポークボンネット,笠
前っ面,面
前っ面,表
磁針,磁石
行き方,アクティビティー
甦る,栄える
甦る,再現
接地,結び合せる
接地,到来
オダマキ,観賞花
テープ,決勝点
テープ,記録媒体
テープ,記憶装置
テープ,細長い一片
テープ,器物
飾りつける,入換える
命令内容,言いつけ
巡業見せ物興業,発表
突き落とす,叩出す
空想的社会改良家,改革派
作製,生み
作製,創造
作製,生みだす
作製,創造
作製,生み
作製,創造
作製,生みだす
作製,創造
ビーア,醸造酒
ちくちくと言う,悩ます
来冦,攻
来冦,侵冦
引き破る,裂く
腐りやすい物食べ物,食料品
不可解,困惑
不可解,困惑
伸筋,骨格筋
プロフットボール,フートボール
プロフットボール,スポーツ
係る,ではある
係る,考える
係る,誘発
係る,連なる
係る,入換える
ユダヤ暦,太陰太陽暦
眼界,レンジ
眼界,レンジ
算出,途方
算出,推論
算出,途方
算出,推論
大発見,明察
大発見,発見
灌木,木本
立論,理論的思考
立論,呈する
立論,理論的思考
立論,呈する
西洋わさび,草
押しつけ,原因
立っち,静止
人気コンテスト,比
些少,一片
些少,一片
些少,一片
些少,一片
振り出し,供給
振り出し,出来事
幻滅,教化
キウイフルーツ,果物
思設ける,存知上げる
抜目,略
容,性状
容,風姿
誤り伝える,表す
喰尽す,上がる
記念,是認
記念,思い出させる
記念,祝す
記念,是認
記念,思い出させる
記念,祝す
錠前,留具
出座,御座る
キルク,木皮
ベビーバギー,車
生まれでる,なる
究極,レヴェル
後ろ脚,後肢
カタコンベ,トンネル
刑罰,社会統制
外輪,分界
外輪,銀輪
湿疹,皮膚病
アメリカンフットボール,フートボール
コミュニティー,集団
コミュニティー,地区
廃する,賦する
廃する,解除
廃する,叩出す
廃する,解除
ダンスホール,室
キャンバステント,天幕
品定め,査定
品定め,鑑定
品定め,鑑定
品定め,考える
品定め,吟味
品定め,査定
品定め,鑑定
品定め,鑑定
品定め,考える
品定め,吟味
立去る,動かす
立去る,去る
立去る,出で立つ
落す,注す
落す,移転
落す,敗れる
落す,置く
繰り延べる,徐行
繰り延べる,遅らせる
繰り延べる,待機
大変革,変易
ペントハウス,アパート
歯周病,疾病
樹幹,茎
浮浪者,もの
推究,論結
海綿,吸収剤
括約筋,筋
噛み合う,移転
水道栓,蛇口
二糖,オリゴ糖
判こ,表徴
判こ,印判
マグカップ,酒器
めん棒,調理道具
介助,差し響き
介助,援護
介助,差し響き
介助,援護
採り上げる,受容れる
アーチ形,曲がり
アーチ形,上がり口
秘宝,集団
マウンテン,隆起
寄合い,社交的会合
少尉,尉官
人文科学,分野
従卒,随行員
グリンプス,一見
グリンプス,見晴らし
襟巻き,お召し物
ねぶる,撫でまわす
審判員,吏員
審判員,審判
審判員,審判
審判員,アンパイア
聡明さ,習性
聡明さ,長所
聡明さ,ノーハウ
差し止める,終らす
差し止める,押しとどめる
差し止める,禁制
その間,隔たり
ポシビリティー,アウトルック
ポシビリティー,存在
自己主張,実証主義
自己主張,蚕食
自己主張,自画自賛
界面活性物質,化学剤
突っ支う,サポート
アドリブ,コメント
学説,解説
追而書き,附注
ハイビジョン放送,テレビ放送
宿陣,住する
夏帽子,笠
身動,動かす
微生物,生物
バッター,ミックス
バッター,野球選手
骨細胞,体細胞
セミコンダクタ,コンダクタ
その頃,時点
トイ,アーチファクト
賞嘆,可決
賞嘆,身振りで表す
賞嘆,ご覧になる
賞嘆,尊重
賞嘆,称揚
賞嘆,可決
賞嘆,身振りで表す
賞嘆,ご覧になる
賞嘆,尊重
賞嘆,称揚
差しかえる,逆転
差しかえる,入換える
差しかえる,刷新
差しかえる,入れ換える
試験紙,表示計器
売り込み,販売
緑茶,御茶
初等教育,教え
極み,究竟
磨砕く,害う
食余り,食べ物
水たまり,水体
水たまり,池
吹きこむ,印象付ける
吹きこむ,書きとめる
遊覧客,ツーリスト
主君,天下取り
愁腸,哀悼痛惜
エクスキューズ,辯解
サツ,職員
サツ,警官
センシビリティー,感じやすさ
センシビリティー,意識
センシビリティー,感覚機能
小括弧,句読
制限器具,機器
鳥,脊椎動物
泥んこ,泥
磁気子午線,子午線
ミネストローネ,おつけ
切り子,ギヤマン
戦う,争う
戦う,争う
戦う,ピーアール
戦う,トライ
凛,温度
凛,血管収縮薬
魯鈍漢,二本棒
水揚げ,取回
水揚げ,送配
水揚げ,得る
水揚げ,取回
水揚げ,送配
水揚げ,得る
村八分,圧排
村八分,追出
褒めあげる,ご覧になる
褒めあげる,尊重
汲みあげる,引去る
一とおり,条件
一とおり,要覧
一とおり,プラン
一とおり,条件
一とおり,要覧
一とおり,プラン
サウンドフィルム,映画フィルム
順序づけ,アレンジメント
順序づけ,体制
繋縛,制約
繋縛,付着
繋縛,作り付ける
繋縛,制約
繋縛,付着
繋縛,作り付ける
冷戦,反目
外人,旅客
外人,不法侵入者
使い走り,外出
使い走り,伝達人
売り歩く,取引き
ボリシェヴィク,赤
復古カトリック教会,カトリック教会
誕生,滑出し
誕生,変易
誕生,なる
誕生,滑出し
誕生,変易
誕生,なる
眺め,一見
眺め,像
移入,移り
蓚酸,酸
煮え繰り返る,なる
流れわたる,動く
悪質,不道徳
悪質,品等
悪質,デクラッセ
悪質,不道徳
悪質,品等
悪質,デクラッセ
河岸,地区
河岸,岸べ
センセイション,熱血
銅色,セピア色
銅色,有彩色
症候群,症候
遣う,使う
遣う,支辨
苛性ソーダ,水酸化物
苛性ソーダ,灰汁
対極,反対
対極,反対
対極,地域
方伯,伯爵
伸びる,化ける
伸びる,上がる
伸びる,御座る
伸びる,膨張
伸びる,増やす
伸びる,開ける
伸びる,なる
伸びる,御座る
伸びる,開ける
伸びる,膨張
伸びる,御座る
伸びる,開ける
伸びる,膨張
伸びる,膨張
伸びる,御座る
バイナリー,プログラム
ビエラ,切れ地
一指,指
磨ぎあげる,革める
吸いとる,吹掛ける
吸いとる,なる
吸いとる,摂する
尻込,動かす
気みじか,焦燥
商標,荷印
商標,呼称
作り付け,アーチファクト
染粉,着色材
フェース,表層
フェース,個人
金釘,留具
靴音,音声
花圃,苑地
拭いさる,呑込む
拭いさる,引去る
拭いさる,打ち留める
用法,口先
用法,実用性
ソーダ,ソフトドリンク
ソーダ,塩
徴集,動員
徴集,採用
徴集,動員
徴集,採用
増援,軍事行動
選挙システム,法律制度
ま星,中ごろ
無駄,アクティビティー
無駄,無用
無駄,アクティビティー
無駄,無用
士気,本質
シアン化ナトリウム,シアン化物
バースト,異常爆発
バースト,砕ける
バースト,異常爆発
バースト,砕ける
伝統知識,認知的内容
CRT画面,ディスプレイ
めんどう,ワーク
めんどう,苦労
めんどう,ワーク
めんどう,苦労
軍,職員
軍,弓馬
軍,軍事行動
軍,弓馬
公安,安全
碾く,押す
血族,一族
血族,個人
血族,社会集団
血族,肉縁
手づる,しるし
手づる,裏付
手づる,裏付
高まり,膨張
高まり,移動
晦ます,逃げ走る
雄馬,ウマ
積換える,遷す
全裸,容態
飛び道具,軍器
コールタール,ピッチ
高談,言語単位
魔除け,もの
反陽子,核子
ユーモアの感覚,遊び
心臓マッサージ,マッサージ
回合,変事
回合,出来事
回合,条件
回合,事象
突張,アクティビティー
国人,集まり
国人,個人
国人,諸人
国人,民
繋ぎ留める,作り付ける
借上げる,取りむすぶ
借上げる,得る
借上げる,得る
和平,調和
自伝,伝
自伝,自叙伝
ユニックス,オペレーティングシステム
恩遇,奉迎
小ゆり,球根類
ずるいこと,海千山千
蓄電池,セル
蓄電池,電気装置
定比例の法則,自然の法則
補佐役,サラリーマン
スイズル,混合酒
伯父貴,親戚
軟膜,髄膜
身籠る,なる
不手際さ,巡り合わせ
ミサ,鎮祭
沿岸部,岸べ
パーティー,社交的会合
パーティー,オーガナイゼーション
パーティー,機会
亜急性細菌性心内膜炎,心内膜炎
回り道,方向転換
回り道,途
鬼畜,苦手
鬼畜,加害者
ピストンリング,印
超える,過ぎゆく
超える,秀でる
諍い,食い違い
諍い,論争
諍い,食い違い
諍い,論争
諍い,食い違い
諍い,論争
諍い,食い違い
諍い,論争
ジキルとハイド,番外
放浪癖,衝迫
セルロイド,熱可塑
暮れ合い,時剋
暮れ合い,昼日中
タウ,レター
揚水機,機械装置
ケイス,器物
ケイス,文法的範疇
無政府状態,狼藉
謙抑さ,礼儀正しさ
位置付ける,鑑定
徒事,掛りあい
糖類,超分子
秘事,報
アニメ,コーパル
まくしたてる,発語
当事者,個人
転轍機,鉄道線路
最大限度,極値
最大限度,辺際
嘔気,症候
ファブリック,アーチファクト
平明,時剋
平明,時剋
老,成人
老,年齢層
断罪,打ち留める
断罪,申し渡す
代数言語,アルゴリズム言語
打ち克つ,遣っつける
感付く,論結
犬小屋,仮小屋
乗員,社会的単位
乗員,熟練工
団員,仲間
編章,刊行物
葉末,肉縁
日取り,暦日
日取り,暦月
日取り,暦年
日取り,インベントリー
厚情,温かさ
厚情,奉迎
仲立,関与
了簡,主観
了簡,親切
了簡,聴す
了簡,主観
了簡,親切
了簡,聴す
合成樹脂,脂
合成樹脂,重合体
合成樹脂,固体
でかす,動く
割り当てる,割り付ける
割り当てる,託する
割り当てる,配る
割り当てる,配る
ペーパーバック,本
化学受容器,感官
騒ぎたてる,音を発する
御出座,集団行動
御出座,到着
組,集団
組,社会的単位
詭辯,欺騙
駈けはしる,速く進む
ジャケット,包装
ジャケット,オーバー
領得,解る
中次,通行
入院患者,クランケ
其其,生物
ニューハーフ,同性愛者
馬上試合,闘諍
万代,時
万代,存在
星状体,身体構造
胸間,身体部位
胸間,心緒
胸間,直感
容積,量
容積,量
尊者,善人
レイ,生け花
名祖,呼称
圃,クレアトゥール
超自然的存在,原因物
綱目,要覧
献げる,考える
献げる,表する
マウンド,ポジション
除外,事態
除外,略
除外,禁制
除外,篩落す
除外,申し渡す
除外,不足
除外,消去
除外,事態
除外,略
除外,禁制
除外,篩落す
除外,申し渡す
除外,不足
除外,消去
グレープフルーツ,柑橘類
リセットボタン,押ボタン
霊柩車,自動車
コーヒークリーム,乳脂
浮評,ゴシップ
横謀,秘計
ケアレスミス,躓き
行進曲,音楽のジャンル一覧
託す,当てる
廃虚,衰微
気違水,飲み料
荘厳さ,風情
荘厳さ,真面目
ご存知,個人
とうもろこし糖,三盆白
雨曇り,悪天
スカトロジー,卑猥
ちょっとの間,一時
ちょっとの間,一時
お引き立て,性質
お引き立て,商い
配物,おくり物
追い回し,伝達人
徒弟,信徒
徒弟,初心者
フォトコピー,フォトグラフ
フォトコピー,コピー
濾す,分ける
労力,労働
クローズアップレンズ,カメラレンズ
バディー,身体部位
バディー,自然物
ラルゴ,コンポジッション
ラルゴ,パッサージ
ラルゴ,コンポジッション
ラルゴ,パッサージ
サイボーグ,マシン
町角,十字路
漫歩く,動く
漫歩く,歩く
キャンバス地テント,天幕
航空切符,寝台券
植付け,差し込む
植付け,置く
マンゴー,生り木
定小屋,家屋
逓降変圧器,変圧器
リレー,駆けっこ
リレー,通行
摺り出し,ライト
摺り出し,ライト
従軍期間,ピリオド
大立ち回り,ファイト
ダックスフント,猟犬
溢水,流れ
大黒柱,引く手
大黒柱,お手伝い
康寧,沈着
康寧,落着き
福,巡り合わせ
磁気学,地球物理学
生出,生じる
生出,稼ぐ
生出,なる
生出,開ける
生出,なる
生出,培養
ダメージ,変易
無,烏有
坐,卓子
探険,探検
探険,吟味
探険,探検
探険,吟味
アゾ染料,染料
叱飛ばす,扱き下ろす
ピアノ線,ワイヤ
摂理,後見
短か目,長さ
骨灰,灰
中皮腫,癌腫
ローレベルフォーマッティング,初期化
行動,集団行動
行動,行ない
行動,判断
行動,事
行動,アクティビティー
行動,アクティビティー
行動,キープ
行動,動く
行動,動く
行動,集団行動
行動,行ない
行動,判断
行動,事
行動,アクティビティー
行動,アクティビティー
行動,キープ
行動,動く
行動,動く
耐用年数,ピリオド
旧懐,切望
モニリア症,真菌症
連続オペレーション,演算
名刺,珍
かみつく,握緊める
手薄,物量
手薄,物量
揚句のはて,フィニッシュ
小休止,休み
離業,功績
大略,要覧
大略,プラン
放送番組,演芸
召しかえ,衣装
人口統計,統計量
見出す,目っける
見出す,得る
見出す,見付ける
見出す,見付ける
見出す,論結
見出す,捜し求める
見出す,思い描く
見出す,わかる
ガスヒーター,暖房器
偏見,依怙贔屓
導水渠,型
不健全,容態
不健全,容態
子牛,食肉
言論,通信
仲働き,下男
歎じる,扱き下ろす
歎じる,ご覧になる
歎じる,尊重
歎じる,泣く
惰性,修練
スグリ,低木
スグリ,木の実
スグリ,干し葡萄
模する,書きおろす
数量詞,単語
桑門,精神的指導者
捜し当てる,見付ける
捜し当てる,目っける
捜し当てる,見付ける
キャンセル,打消
キャンセル,審判
キャンセル,打消
キャンセル,審判
つき出し,隆起
綿火薬,硝酸エステル
プレイ,アクティビティー
プレイ,提示
プレイ,気晴らし
プレイ,演技
プレイ,競い合う
プレイ,鳴らす
プレイ,決込む
プレイ,アクティビティー
プレイ,提示
プレイ,気晴らし
プレイ,演技
プレイ,競い合う
プレイ,鳴らす
プレイ,決込む
マリン,兵隊
主唱者,個人
盤,瀬戸物
盤,器物
盤,プレート
盤,円
盤,表層
森林火災,火難
直示,セマンティクス
滑走,移り
滑走,動く
滑走,移転
滑走,移り
滑走,動く
滑走,移転
弥助,一品
韻脚,韻律
押し返す,押す
絞首刑,エクスキューション
企業秘密,シークレット
化学元素,物質
美術監督,ディレクタ
パライゾ,地域
最大生産力,生産
自由市民,人民
トゥイスト,動くこと
防衛策,弓馬
慎み深さ,礼儀正しさ
農企業,実業
空舟,カヌー
靴磨き,生熟
金員,貨幣制度
金員,財宝
金員,貨幣
鳥モツ,臓物
見通,解り
見通,意見
見通,潜在力
見通,兼言
皮膜,結合組織
隠れ,変易
隠れ,隠されていること
触れる,言い及ぶ
触れる,見取る
触れる,浮かべる
触れる,表題を付ける
触れる,公表
チューバ,金管
チューバ,ベース
ダブルニット,編み物
ござ有る,動く
ござ有る,御座る
ござ有る,御座る
ござ有る,御座る
ござ有る,ではある
仰ぎ見る,尊重
体状,風姿
足萎え,個人
翠色,有彩色
翠色,豊饒
その場しのぎ,方便
逃亡者,個人
養父母,保護者
控訴裁判所,法廷
嫌気,心緒
嫌気,不好き
嫌気,心緒
嫌気,不好き
七つ,数字
須要,闕乏
須要,闕乏
営巣,住する
犯罪発生率,歩合
庖厨,室
シース,ワンピース
マトリクス,列
流行病の発生,勃発
沈降素,アンチボディー
コミューヌ,行政区画
コミューヌ,集団
フューズ,電気装置
閲覧室,室
プッシュ,推進
乱波,加害者
旅宿,家屋
旅宿,客亭
体系,道具
体系,アクティビティー
体系,せん術
体系,解説
体系,集まり
体系,構造
踏み止まる,抗する
組みあわせ,集団
廃止,取消し
廃止,締め括り
廃止,解除
廃止,解除
廃止,取消し
廃止,締め括り
廃止,解除
廃止,解除
通例,条件
通例,条件
用度,値打
選奨,奨め
選奨,奨める
選奨,奨め
選奨,奨める
そら言,内容
埋立て,甦生
遠心分離,自然作用
遠心分離,自然作用
帯気音,子音
獣脂,あぶら身
獣脂,動物質
蒼頭,サラリーマン
自宅,住居施設
コロンビウム,ニオブ
オームの法則,自然の法則
抗争,集団行動
抗争,集団行動
防ぎ止める,抗する
二次元性,次元
荷送り,去ること
びっくり箱,翫具
アナウンス,口述
アナウンス,告げ知らせる
アナウンス,口述
アナウンス,告げ知らせる
贈呈品,おくり物
贈呈品,取得
迅速さ,ペース
思いおく,憶える
混一,取り合わせ
混一,取り合わせ
混一,交ぜ合わせる
混一,取り合わせ
混一,取り合わせ
混一,交ぜ合わせる
リバーシブル,お召し物
リバーシブル,お召し物
憬れ,了知
溜め込む,取っておく
溜め込む,取っておく
鉄過剰症,症状
申しこむ,要求
離去る,動かす
離去る,去る
離去る,出で立つ
焦点距離,距離
撮取る,とり纏める
撮取る,引去る
クリエート,生みだす
ごみ箱,器物
崖,堆
崖,構造
返る,逆転
己惚,傲り
一駒,事態
一駒,フォトグラフ
離れ技,功績
体裁,性状
体裁,風姿
体裁,印象
体裁,流儀
郵便受け,ボックス
含水炭素,超分子
硫酸亜鉛,硫酸塩
肉牛,ウシ
斜度,移り
斜度,傾斜
似ている,類似
似ている,調和
似ている,類似
似ている,調和
目利,商業証券
目利,泰山北斗
ケミスト,サイエンティスト
染,小疵
染,斑
染,風姿
変換器,機器
肌触,性質
一致団結,凡庸
スーパーマザー,かあ様
粉体,固体
正長石,長石
軽い食事,食事
大腸癌,癌腫
強迫的傾向,習性
腐る,朽ちる
記録媒体,記憶装置
登用,変易
酷薄,不人情
酷薄,不人情
面出し,御座る
争奪,催し物
肉食動物,有胎盤類
肉食動物,四つ脚
パワープレー,試み
パワープレー,戦略
リハビリテイション,物理療法
泣立てる,発語
好天,空合
伏せ籠,囲み
憶測,意嚮
憶測,仮説
憶測,理論的思考
憶測,見積り
憶測,推測
憶測,期する
憶測,意嚮
憶測,仮説
憶測,理論的思考
憶測,見積り
憶測,推測
憶測,期する
ひくつく,動かす
丸太,材
嘆賞,可決
嘆賞,好き
嘆賞,身振りで表す
嘆賞,ご覧になる
嘆賞,尊重
嘆賞,称揚
嘆賞,可決
嘆賞,好き
嘆賞,身振りで表す
嘆賞,ご覧になる
嘆賞,尊重
嘆賞,称揚
埴,泥
予防装置,機器
吹上げ,営造物
携わる,動く
雄志,渇き
雄志,気迫
立て続け,順序
バプテスト,プロテスタント
悪戯,汚行
悪戯,気晴らし
悪戯,汚行
悪戯,気晴らし
悪戯,汚行
悪戯,気晴らし
世系,縁
大量殺人,殺し
脳しんとう,傷害
適用,使い
適用,行ない
適用,無理強
適用,使い
適用,行ない
適用,無理強
差構,妨
リトマス試験紙,ペーパー
トリプレット,兄弟
資力,方便
跳び回る,巫山戯る
直し,改修
直し,変形
直し,変易
直し,改修
女役者,俳優
伽藍,教会
軟弱,非力
軟弱,非力
かたかた,音を発する
かたかた,ガタガタ
値引き競争,競合
裏切る,まやかす
裏切る,売り込む
裏切る,まやかす
裏切る,失望
天かける,翔ぶ
重婚者,ベターハーフ
良質,性状
良質,性状
扱う,動く
扱う,取引
扱う,交流
扱う,統べる
トロット,足もと
トロット,歩行運動
腸内ウイルス,ピコルナウイルス
捕そく,攫む
凌駕,遣っつける
橋,営造物
断言,口述
断言,声明
断言,力説
断言,勧誘
断言,言いきる
断言,宣誓
断言,力説
断言,宣誓
断言,口述
断言,声明
断言,力説
断言,勧誘
断言,言いきる
断言,宣誓
断言,力説
断言,宣誓
アテローム発生,症状
副総裁,エグゼクティヴ
十二月,暦月
紅潮,褪せる
紅潮,見える
目覚し,時辰儀
ウィット,内容
ウィット,才智
御屋敷,家屋
計器飛行,回航
お楽しみ,欣悦
リリースされた作品,プロダクト
ベビーカー,車
さし挟む,置く
さし挟む,締め込む
さし挟む,付着
ループ,サーキット
ループ,過程
ループ,プログラム
ループ,過程
ループ,サーキット
ループ,過程
ループ,プログラム
ループ,過程
アクアビット,焼酎
麾下,お手伝い
夫と妻,家族
街路,道
街路,往来
筋細胞,体細胞
世代交代,生物現象
言承け,口述
言承け,反応
ポリティックス,社会科学
小派,社会集団
味噌,ペースト
意向,内容
意向,目当て
定事,指し図
定事,出来事
定事,条件
ランク,地位
ランク,鑑定
ランク,地位
ランク,鑑定
赤らむ,褪せる
搬送,移動
搬送,移転
搬送,移転
搬送,運輸
搬送,持って来る
搬送,移転
搬送,持って来る
搬送,移動
搬送,移転
搬送,移転
搬送,運輸
搬送,持って来る
搬送,移転
搬送,持って来る
任命,判定
任命,判断
任命,託する
任命,樹立
任命,託する
任命,判定
任命,判断
任命,託する
任命,樹立
任命,託する
インテリジェンス,才幹
再婚,結婚
スパイク,崎
スパイク,放電
スパイク,具
スパイク,遊び道具
スパイク,崎
スパイク,放電
スパイク,具
スパイク,遊び道具
困らす,入換える
困らす,ではある
困らす,迷わす
漁船乗組員,熟練工
儀典,パターン
儀典,機会
儀典,因習
食過ぎる,喰う
税率,単位料金
講談師,語
縺らす,入換える
配向性,向き
逃す,怠る
印象主義者,絵描
印象主義者,絵描
目覚ます,印象付ける
目覚ます,現す
目覚ます,生みだす
どやしつける,接する
どやしつける,擲る
コメディー,脚本
コメディー,コメデー
短骨,骨組織
機宜,蓋然性
野手,野球選手
生き方,流儀
囲い込み,掲載
英国国教会派,プロテスタント
園芸,アグリカルチャー
荘厳,押出し
荘厳,真面目
荘厳,押出し
荘厳,真面目
コール天,切れ地
舞遊ぶ,動かす
住む,御座る
住む,住する
住む,住する
釣る,引っ掛ける
釣る,攫む
釣る,唆る
釣る,作り付ける
釣る,引き付ける
釣る,作り付ける
高気圧,気団
建家,営造物
表象,信号
表象,風姿
表象,認知的内容
シミュレーター,マシン
硝酸アンモニウム,硝酸エステル
複式簿記,簿記
手合い,競合い
手合い,個人
手合い,催し物
レーストラック,コース
複視,視力障害
成り果てる,動く
萌出す,生まれ育つ
廃水,廃物
粧屋,男性
アッシュグレー,グレー
有らぬ事,変易
意見の衝突,論争
討破る,打負かす
グラフ,ビジュアルコミュニケーション
原形質,物質
乳脂肪,獣脂
釣銭,銭
コンピュータ化,働かせる
演奏,演芸
演奏,提示
演奏,再現
演奏,演技
演奏,再現
演奏,響かす
演奏,鳴らす
演奏,演芸
演奏,提示
演奏,再現
演奏,演技
演奏,再現
演奏,響かす
演奏,鳴らす
証券,公文書
乗切る,打負かす
遊猟,アウトドアースポーツ
遊猟,捕まえる
遊猟,アウトドアースポーツ
遊猟,捕まえる
堆積,堆積作用
堆積,集団
堆積,増
堆積,物質
堆積,増加
堆積,堆積作用
堆積,集団
堆積,増
堆積,物質
堆積,増加
叩きのめす,打ちつづける
叩きのめす,たたく
版権,記文
版権,権利
ネグリジェ,婦人服
実現,行なわれる
実現,行なわれる
意気込みをくじく,落胆させる
莓,木の実
音圧,単位面積当たりの力
添え木,支持物
添え木,補強
皮質電位,生体電気
吸収合併,綜合
自由思想,合理論
夢を見る,見取る
楽,聴覚コミュニケーション
楽,快
楽,聴覚コミュニケーション
楽,快
差しゆるす,受容れる
差しゆるす,認可
レフ,スティルカメラ
招客,要求
跛,個人
インヴェンション,創造物
アクトレス,俳優
ちょくる,無視する
唯我論,哲理
悲劇,災難
悲劇,脚本
Wi-Fi,ローカルエリアネットワーク
シャルロット,デサール
氏名,言語単位
居すわる,ではある
当てる,指示
当てる,役だてる
当てる,解決
当てる,接する
当てる,損なう
当てる,託する
当てる,配る
当てる,接する
中風,症候
植物ウイルス,ヴィールス
オア回路,論理ゲート
消化不良,症候
引上げ,上り
引上げ,変易
引上げ,増
災い,苦しみ
災い,不良
災い,苦労
災い,災難
増幅,増
増幅,増
増幅,増
増幅,増
引き締める,入換える
引き締める,障る
ぶっ倒す,切る
ぶっ倒す,打ちつづける
ぶっ倒す,たたく
思議,鑑定
思議,議する
思議,考える
思議,思い見る
思議,考える
思議,考える
偏愛,社会統制
偏愛,依怙贔屓
偏愛,好き
偏愛,性質
踏付ける,踏む
ジオール,アルコール
キレート,複素環式化合物
キレート,形造る
キレート,複素環式化合物
キレート,形造る
組みかえる,按排
組みかえる,革める
ラッカー,護謨
ラッカー,塗
略図,プラン
視神経円板,場所
芽出し,出来事
芽出し,場所
罹病率,度数
価格表,インベントリー
道徳意識,道徳
ホスピタリティ,奉迎
取込む,勧誘
取込む,学修
ベンジン,芳香族炭化水素
貸し出し機関,金融機関
webカメラ,ディジカメ
市販,貿易
循環性,規則正しさ
ガンマグロブリン,グロブリン
章,信号
章,セクション
駑馬,二本棒
駑馬,二本棒
アーティスト,クレアトゥール
菊,お花
物物交換,両替
国土,地域
男鰥,男性
法の適正な過程,集団行動
叛く,蹴っ飛ばす
スチームバス,室
典,機会
典,アクティビティー
典,因習
エレクトロン,軽粒子
つわもの,個人
キリン,反芻動物
反芻動物,ウシ目
留め書き,取っておく
留め書き,書きおろす
留め書き,取っておく
留め書き,書きおろす
士君子,男性
過酷さ,ハード
過酷さ,難
過酷さ,厳正
再生コイル,コイル
二量体,化合物
架する,継ぎ合わせる
架する,結び合せる
視紅,感光色素
乾涸びる,減じる
膀胱括約筋,括約筋
政治科学,社会科学
快く行うこと,本質
女性解放運動,組織的運動
亢進,変易
亢進,革める
亢進,変易
亢進,革める
護送,守
護送,護衛
護送,守
護送,護衛
粉飾,色
粉飾,アーチファクト
粉飾,性質
粉飾,言い過ぎる
粉飾,入換える
粉飾,色
粉飾,アーチファクト
粉飾,性質
粉飾,言い過ぎる
粉飾,入換える
怖じ気付く,湾曲
悪心,症候
気圧,空圧
撃ち殺す,打ち留める
越す,進行
越す,過ぎゆく
越す,動く
越す,秀でる
戦列,第一線
コンパートメント,室
ダストカバー,防護する物
デス,動静
デス,変易
自由エネルギー,物理現象
切替える,逆転
切替える,刷新
切替える,交わす
切替える,入換える
切替える,入換える
トーテミズム,意見
焼き餅,羨望
尿管,堀り割り
秩序だっていること,規則正しさ
蓆,スペース
剛勇,肝ったま
剛勇,きもっ玉
剛勇,肝ったま
剛勇,きもっ玉
完うする,為す
完うする,終わる
梗塞,症状
レッスン,教え
掻き鳴らす,演技
掻き鳴らす,鳴らす
通辞,斡旋者
マフィア,シンジケート
マフィア,組織犯罪
一握り,一片
御恩,良性
閲兵台,スタンド
無道さ,不体裁
鞍,シート
類う,競い合う
ふ抜け,二本棒
文机,卓子
ニュース媒体,印刷媒体
市外,住宅地区
